@relation HI-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R1-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R9-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R10-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R11-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R13-precision6-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.instance.RemovePercentage-P90.0

@attribute whrswk {0_30,31_60,61_max}
@attribute hhi {no,yes}
@attribute whi {no,yes}
@attribute hhi2 {no,yes}
@attribute education {13-15years,12years,9-11years,16years,>16years,<9years}
@attribute race {white,black,other}
@attribute hispanic {no,yes}
@attribute experience {0_16,17_33,34_max}
@attribute kidslt6 {0_1,2_3,4_max}
@attribute kids618 {0_2,3_5,6_max}
@attribute husby {0_61,62_122,123_max}
@attribute region {northcentral,other,south,west}

@data
0_30,yes,no,yes,16years,white,no,34_max,0_1,0_2,0_61,south
0_30,no,no,no,12years,white,no,0_16,2_3,0_2,0_61,south
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,south
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south
0_30,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,south
31_60,no,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,south
31_60,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,south
31_60,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,62_122,south
0_30,no,no,yes,<9years,white,yes,34_max,0_1,0_2,0_61,south
0_30,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,south
0_30,no,no,yes,9-11years,white,no,17_33,0_1,0_2,0_61,south
0_30,no,no,no,<9years,white,yes,34_max,0_1,0_2,0_61,south
31_60,no,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south
0_30,yes,no,yes,12years,white,no,0_16,2_3,0_2,0_61,south
31_60,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,south
0_30,no,no,no,12years,other,yes,0_16,2_3,0_2,0_61,south
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,3_5,0_61,south
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,south
31_60,yes,no,yes,13-15years,black,no,0_16,2_3,0_2,0_61,south
31_60,no,yes,no,12years,black,no,17_33,0_1,0_2,0_61,south
0_30,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,south
0_30,yes,no,yes,16years,white,no,0_16,2_3,0_2,0_61,south
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,south
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,south
0_30,no,no,no,16years,white,no,17_33,0_1,0_2,0_61,south
31_60,no,no,no,13-15years,black,no,0_16,0_1,0_2,0_61,south
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,south
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,south
31_60,yes,yes,yes,13-15years,black,no,0_16,0_1,0_2,0_61,south
31_60,no,yes,yes,12years,black,no,0_16,0_1,0_2,0_61,south
31_60,yes,yes,yes,16years,white,no,0_16,2_3,0_2,0_61,south
0_30,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,south
31_60,no,no,no,13-15years,white,no,0_16,2_3,0_2,62_122,south
0_30,no,no,no,<9years,white,no,17_33,0_1,0_2,0_61,south
31_60,no,no,no,9-11years,white,no,0_16,2_3,0_2,0_61,south
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,south
31_60,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south
31_60,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,south
0_30,yes,no,yes,9-11years,white,no,17_33,0_1,3_5,0_61,south
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south
0_30,yes,no,yes,<9years,white,no,17_33,0_1,0_2,0_61,south
31_60,no,yes,no,>16years,white,no,17_33,0_1,0_2,0_61,south
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,south
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,south
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south
31_60,no,yes,no,>16years,white,no,17_33,0_1,0_2,0_61,south
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,south
0_30,no,no,no,12years,white,yes,34_max,0_1,0_2,0_61,south
31_60,no,yes,no,>16years,white,no,0_16,0_1,0_2,0_61,south
61_max,no,yes,no,16years,white,yes,17_33,0_1,0_2,0_61,south
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south
0_30,yes,no,yes,12years,white,no,0_16,2_3,0_2,0_61,south
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south
31_60,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,south
0_30,yes,no,yes,9-11years,white,no,17_33,0_1,3_5,0_61,south
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,south
0_30,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,south
0_30,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,south
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south
0_30,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,south
0_30,yes,no,yes,9-11years,black,no,17_33,0_1,0_2,0_61,south
0_30,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,south
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,3_5,0_61,south
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south
0_30,no,no,no,13-15years,white,no,17_33,0_1,0_2,0_61,south
0_30,no,no,yes,9-11years,white,no,17_33,0_1,0_2,0_61,south
0_30,yes,no,yes,>16years,white,no,0_16,0_1,0_2,0_61,south
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,south
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,south
0_30,no,yes,no,12years,white,no,0_16,0_1,0_2,0_61,south
31_60,no,no,yes,16years,white,no,17_33,0_1,0_2,0_61,south
31_60,no,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,south
0_30,no,no,no,16years,white,no,0_16,0_1,0_2,0_61,south
31_60,no,yes,no,9-11years,white,no,17_33,0_1,0_2,0_61,south
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,south
0_30,no,no,no,13-15years,white,no,34_max,0_1,0_2,0_61,south
31_60,no,yes,yes,>16years,white,no,17_33,0_1,0_2,62_122,south
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,south
0_30,no,no,no,16years,white,no,34_max,0_1,0_2,0_61,south
31_60,no,yes,no,9-11years,white,no,17_33,0_1,0_2,0_61,south
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,south
0_30,yes,no,yes,9-11years,white,no,17_33,0_1,0_2,0_61,south
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,south
0_30,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,south
31_60,yes,no,yes,<9years,black,no,34_max,0_1,0_2,0_61,south
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,62_122,west
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,3_5,62_122,west
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,62_122,west
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,62_122,west
31_60,no,yes,no,13-15years,white,no,34_max,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west
31_60,yes,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,west
0_30,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,west
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,west
31_60,yes,yes,yes,16years,white,no,0_16,0_1,0_2,62_122,west
0_30,no,no,no,13-15years,white,yes,0_16,0_1,0_2,0_61,west
31_60,no,no,no,13-15years,white,no,17_33,0_1,0_2,0_61,west
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west
0_30,no,no,no,16years,white,no,17_33,0_1,0_2,0_61,west
31_60,yes,no,yes,>16years,white,no,17_33,0_1,0_2,62_122,west
31_60,no,yes,no,16years,white,no,17_33,0_1,0_2,0_61,west
31_60,yes,yes,yes,>16years,white,no,0_16,0_1,0_2,0_61,west
31_60,no,yes,no,>16years,white,no,17_33,0_1,0_2,0_61,west
0_30,no,no,no,13-15years,white,no,34_max,0_1,0_2,0_61,west
0_30,yes,no,yes,>16years,white,no,0_16,0_1,0_2,0_61,west
0_30,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,west
0_30,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,west
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,west
31_60,no,yes,no,>16years,white,no,34_max,0_1,0_2,0_61,west
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,west
31_60,no,no,no,9-11years,white,no,34_max,0_1,0_2,0_61,west
31_60,no,yes,yes,>16years,white,no,0_16,0_1,0_2,0_61,west
31_60,yes,no,yes,16years,white,no,17_33,0_1,0_2,62_122,west
0_30,no,no,no,16years,white,no,0_16,0_1,0_2,0_61,west
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,west
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,west
31_60,yes,no,yes,16years,white,no,0_16,2_3,0_2,0_61,west
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,west
31_60,yes,yes,yes,>16years,white,no,0_16,0_1,0_2,0_61,west
0_30,no,no,yes,13-15years,white,yes,34_max,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west
31_60,no,no,no,12years,white,yes,0_16,2_3,0_2,0_61,west
0_30,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,west
31_60,yes,no,yes,9-11years,white,yes,0_16,0_1,0_2,0_61,west
0_30,no,no,no,13-15years,white,no,34_max,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,yes,0_16,0_1,0_2,0_61,west
31_60,no,no,no,<9years,white,yes,17_33,0_1,0_2,0_61,west
0_30,yes,no,yes,<9years,white,yes,17_33,0_1,0_2,0_61,west
31_60,no,no,no,<9years,white,yes,17_33,0_1,0_2,0_61,west
0_30,no,no,no,<9years,white,yes,17_33,2_3,3_5,0_61,west
31_60,no,yes,no,<9years,white,yes,34_max,0_1,0_2,0_61,west
31_60,no,no,no,<9years,white,yes,34_max,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,west
31_60,no,no,no,16years,white,no,0_16,0_1,0_2,0_61,west
31_60,yes,no,yes,12years,white,yes,17_33,0_1,0_2,0_61,west
0_30,no,no,no,<9years,white,yes,17_33,0_1,3_5,0_61,west
0_30,yes,no,yes,<9years,white,yes,17_33,0_1,0_2,0_61,west
31_60,no,no,no,9-11years,white,no,0_16,2_3,0_2,0_61,west
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,west
0_30,no,no,no,<9years,white,yes,0_16,0_1,0_2,0_61,west
0_30,no,no,no,<9years,white,yes,17_33,0_1,3_5,0_61,west
0_30,no,no,no,<9years,white,yes,17_33,2_3,3_5,0_61,west
0_30,yes,no,yes,12years,white,yes,0_16,2_3,0_2,0_61,west
31_60,no,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,yes,0_16,2_3,0_2,0_61,west
0_30,no,yes,no,>16years,white,no,17_33,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,no,0_16,2_3,0_2,0_61,west
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,west
0_30,no,no,no,<9years,white,yes,17_33,2_3,3_5,0_61,west
31_60,no,yes,no,16years,white,yes,0_16,0_1,0_2,0_61,west
31_60,no,yes,yes,12years,black,no,17_33,0_1,0_2,0_61,west
31_60,no,yes,no,12years,white,no,0_16,0_1,0_2,0_61,west
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,62_122,west
61_max,no,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,west
0_30,yes,no,yes,>16years,white,no,17_33,0_1,0_2,62_122,west
31_60,yes,no,yes,16years,white,no,17_33,0_1,0_2,62_122,west
0_30,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,west
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,west
0_30,no,no,no,13-15years,white,no,17_33,0_1,0_2,0_61,west
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,west
0_30,yes,no,yes,>16years,white,no,34_max,0_1,0_2,0_61,west
31_60,yes,no,yes,13-15years,black,no,34_max,0_1,0_2,0_61,west
31_60,no,no,no,16years,white,no,17_33,0_1,0_2,0_61,west
0_30,no,yes,yes,13-15years,white,yes,34_max,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west
31_60,yes,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,west
31_60,no,yes,no,12years,black,no,0_16,2_3,0_2,0_61,west
0_30,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,yes,0_16,0_1,0_2,0_61,west
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,west
31_60,no,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,west
31_60,no,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,west
0_30,no,no,no,9-11years,black,no,34_max,0_1,0_2,0_61,west
0_30,yes,yes,yes,13-15years,white,no,17_33,0_1,3_5,0_61,west
31_60,yes,no,yes,13-15years,white,no,0_16,0_1,3_5,0_61,west
31_60,no,yes,no,16years,white,no,34_max,0_1,0_2,0_61,west
31_60,yes,no,yes,12years,white,no,0_16,2_3,0_2,0_61,west
0_30,no,no,no,<9years,white,yes,0_16,2_3,3_5,0_61,west
31_60,no,no,yes,<9years,white,yes,17_33,0_1,0_2,0_61,west
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,west
0_30,no,no,no,>16years,white,no,0_16,0_1,0_2,0_61,west
0_30,no,no,no,12years,black,no,0_16,0_1,0_2,0_61,west
31_60,no,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,no,0_16,2_3,0_2,0_61,west
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,62_122,west
0_30,yes,no,yes,>16years,white,no,17_33,0_1,0_2,0_61,west
31_60,no,yes,no,13-15years,white,yes,17_33,0_1,0_2,0_61,west
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,62_122,west
31_60,no,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west
31_60,yes,yes,yes,13-15years,white,yes,17_33,0_1,0_2,0_61,west
31_60,no,yes,yes,>16years,white,no,0_16,0_1,0_2,62_122,west
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west
31_60,no,no,no,13-15years,white,no,34_max,0_1,0_2,0_61,west
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,west
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,west
31_60,yes,yes,yes,<9years,white,no,34_max,0_1,0_2,0_61,west
0_30,no,no,no,9-11years,white,no,34_max,0_1,0_2,0_61,west
0_30,no,no,no,16years,white,no,17_33,0_1,0_2,0_61,west
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,3_5,0_61,west
31_60,no,yes,no,16years,white,no,17_33,0_1,0_2,62_122,west
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,west
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,west
0_30,yes,no,yes,>16years,white,no,0_16,0_1,0_2,62_122,west
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,west
0_30,no,no,no,16years,white,no,17_33,0_1,0_2,0_61,west
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,west
0_30,yes,no,yes,>16years,white,no,17_33,0_1,0_2,0_61,west
0_30,yes,no,yes,>16years,white,no,17_33,0_1,0_2,0_61,west
0_30,no,no,no,13-15years,white,no,34_max,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west
31_60,no,yes,no,16years,white,no,34_max,0_1,0_2,0_61,west
0_30,no,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,west
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,62_122,west
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west
31_60,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,west
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,west
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,west
31_60,yes,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,west
31_60,no,yes,yes,16years,white,no,17_33,0_1,0_2,62_122,west
0_30,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,west
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,62_122,west
0_30,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,west
0_30,no,no,no,12years,white,yes,0_16,0_1,0_2,0_61,west
31_60,no,yes,no,12years,white,yes,0_16,2_3,0_2,0_61,west
31_60,yes,yes,yes,>16years,white,no,0_16,0_1,0_2,62_122,west
31_60,no,yes,no,16years,white,no,0_16,2_3,0_2,0_61,west
0_30,yes,no,yes,<9years,white,yes,34_max,0_1,0_2,0_61,west
31_60,no,no,no,<9years,white,yes,17_33,0_1,0_2,0_61,west
31_60,yes,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,west
31_60,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,62_122,west
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,west
0_30,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,west
0_30,no,yes,no,9-11years,white,no,17_33,0_1,0_2,0_61,west
31_60,no,yes,no,16years,white,no,17_33,0_1,0_2,0_61,west
0_30,no,no,no,16years,white,no,0_16,0_1,0_2,0_61,west
31_60,no,no,no,12years,black,no,0_16,0_1,0_2,0_61,west
31_60,no,yes,no,>16years,white,no,0_16,0_1,0_2,62_122,west
31_60,no,yes,no,13-15years,white,no,34_max,0_1,0_2,0_61,west
31_60,no,yes,yes,>16years,white,no,17_33,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,no,0_16,2_3,0_2,0_61,west
31_60,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,west
31_60,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,west
31_60,no,no,yes,16years,white,no,0_16,0_1,0_2,0_61,west
31_60,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,west
0_30,yes,no,yes,16years,white,no,17_33,0_1,3_5,62_122,west
31_60,yes,no,yes,16years,white,no,0_16,2_3,0_2,0_61,west
0_30,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,west
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,west
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west
0_30,yes,no,yes,9-11years,white,yes,0_16,0_1,0_2,0_61,west
31_60,yes,no,yes,12years,white,no,0_16,2_3,0_2,0_61,west
0_30,no,no,no,12years,white,no,0_16,2_3,0_2,0_61,west
0_30,no,no,no,13-15years,white,no,17_33,0_1,0_2,0_61,west
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,west
0_30,no,no,no,16years,white,no,17_33,0_1,0_2,0_61,west
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,3_5,0_61,west
0_30,no,no,no,9-11years,white,yes,0_16,2_3,0_2,0_61,west
0_30,no,no,no,<9years,white,yes,17_33,0_1,0_2,0_61,west
0_30,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,west
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,west
0_30,no,yes,no,12years,other,no,34_max,0_1,0_2,0_61,west
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,west
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west
31_60,yes,no,yes,12years,white,no,0_16,2_3,0_2,0_61,west
31_60,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,west
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,62_122,west
31_60,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,west
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,west
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,west
0_30,yes,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,west
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,west
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,west
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,no,17_33,0_1,3_5,0_61,west
31_60,yes,yes,yes,>16years,white,no,17_33,0_1,0_2,0_61,west
31_60,no,yes,no,12years,white,no,0_16,0_1,0_2,0_61,west
31_60,yes,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,west
31_60,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,west
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,west
31_60,yes,yes,yes,16years,white,no,34_max,0_1,0_2,62_122,west
0_30,yes,no,yes,<9years,white,yes,34_max,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,no,0_16,2_3,0_2,0_61,west
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,west
31_60,no,yes,yes,13-15years,white,no,34_max,0_1,0_2,0_61,west
31_60,no,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,west
31_60,yes,yes,yes,13-15years,white,no,34_max,0_1,0_2,0_61,west
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,west
31_60,no,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,west
0_30,yes,no,yes,9-11years,white,no,17_33,0_1,0_2,0_61,west
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west
31_60,no,yes,yes,<9years,white,yes,0_16,0_1,0_2,0_61,west
31_60,yes,yes,yes,12years,white,yes,0_16,0_1,0_2,0_61,west
31_60,yes,no,yes,12years,white,yes,0_16,0_1,0_2,0_61,west
31_60,no,no,no,9-11years,white,no,17_33,0_1,0_2,0_61,west
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,west
31_60,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,west
31_60,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,no,0_16,2_3,0_2,0_61,west
0_30,no,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west
0_30,yes,no,yes,16years,white,yes,17_33,0_1,0_2,0_61,west
31_60,yes,no,yes,13-15years,white,yes,17_33,0_1,0_2,0_61,west
31_60,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,west
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,west
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,west
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,west
31_60,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,west
0_30,yes,no,yes,12years,white,yes,34_max,0_1,0_2,0_61,west
0_30,no,no,no,12years,white,yes,17_33,0_1,0_2,0_61,west
31_60,yes,yes,yes,>16years,white,no,0_16,2_3,0_2,0_61,west
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,62_122,west
31_60,yes,yes,yes,>16years,white,no,0_16,0_1,0_2,0_61,west
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,west
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,west
31_60,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,west
31_60,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,west
31_60,no,yes,no,12years,white,no,17_33,0_1,3_5,0_61,west
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,west
31_60,no,yes,no,>16years,white,no,0_16,0_1,0_2,0_61,west
0_30,no,yes,no,13-15years,white,no,0_16,0_1,0_2,62_122,west
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,west
0_30,no,no,no,16years,white,no,0_16,0_1,0_2,0_61,west
31_60,no,yes,yes,>16years,white,no,17_33,0_1,0_2,0_61,west
0_30,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,west
31_60,yes,yes,yes,16years,white,no,17_33,0_1,0_2,62_122,west
31_60,no,yes,no,12years,black,no,17_33,0_1,0_2,0_61,west
0_30,yes,yes,yes,16years,white,no,34_max,0_1,0_2,0_61,west
0_30,no,yes,no,13-15years,white,no,34_max,0_1,3_5,0_61,west
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,west
31_60,no,yes,yes,12years,white,no,34_max,0_1,0_2,0_61,west
31_60,no,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,west
31_60,no,no,no,12years,black,no,17_33,0_1,0_2,0_61,west
31_60,no,no,no,12years,black,no,17_33,0_1,3_5,0_61,west
0_30,no,no,no,13-15years,white,no,17_33,0_1,0_2,0_61,west
31_60,no,no,no,>16years,white,no,0_16,0_1,3_5,0_61,west
0_30,no,no,no,12years,white,yes,0_16,0_1,0_2,0_61,west
31_60,no,yes,no,13-15years,white,no,34_max,0_1,0_2,0_61,west
31_60,yes,yes,yes,>16years,white,no,0_16,0_1,3_5,0_61,west
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,west
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,west
0_30,no,no,yes,>16years,white,no,34_max,0_1,0_2,0_61,west
0_30,no,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,west
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,west
0_30,yes,no,yes,16years,white,no,34_max,0_1,0_2,0_61,west
0_30,no,no,yes,12years,white,no,0_16,2_3,0_2,0_61,west
31_60,no,yes,no,16years,white,no,17_33,0_1,0_2,0_61,west
0_30,yes,no,yes,13-15years,white,no,0_16,2_3,0_2,0_61,west
31_60,no,yes,yes,>16years,white,no,0_16,0_1,0_2,62_122,west
31_60,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,west
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,62_122,west
