@relation HI-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R1-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R9-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R10-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R11-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R13-precision6-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.instance.RemovePercentage-P90.0_predicted

@attribute whrswk {0_30,31_60,61_max}
@attribute hhi {no,yes}
@attribute whi {no,yes}
@attribute hhi2 {no,yes}
@attribute education {13-15years,12years,9-11years,16years,>16years,<9years}
@attribute race {white,black,other}
@attribute hispanic {no,yes}
@attribute experience {0_16,17_33,34_max}
@attribute kidslt6 {0_1,2_3,4_max}
@attribute kids618 {0_2,3_5,6_max}
@attribute husby {0_61,62_122,123_max}
@attribute 'prediction margin' numeric
@attribute 'predicted region' {northcentral,other,south,west}
@attribute region {northcentral,other,south,west}

@data
31_60,yes,no,yes,>16years,white,no,0_16,0_1,0_2,0_61,-0.036415,other,south
0_30,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,-0.071642,west,south
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,-0.089806,northcentral,south
31_60,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,0.023923,south,south
31_60,yes,no,yes,<9years,white,no,17_33,0_1,0_2,0_61,0,other,south
0_30,yes,yes,yes,13-15years,black,no,17_33,0_1,3_5,0_61,0.14876,south,south
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,-0.078652,northcentral,south
31_60,no,no,no,16years,white,no,0_16,0_1,0_2,0_61,-0.019084,west,south
0_30,no,no,no,<9years,white,yes,17_33,0_1,0_2,0_61,-0.295039,west,south
31_60,yes,yes,yes,>16years,white,no,0_16,2_3,0_2,0_61,-0.036415,other,south
0_30,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,0.297735,south,south
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,0.034722,south,south
31_60,no,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,0.21519,south,south
31_60,no,no,no,16years,white,no,17_33,0_1,0_2,0_61,-0.019084,west,south
31_60,no,yes,no,12years,white,no,0_16,0_1,0_2,0_61,0.170659,south,south
0_30,yes,no,yes,9-11years,white,no,0_16,2_3,0_2,0_61,-0.157895,other,south
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,-0.078652,northcentral,south
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,-0.027778,northcentral,south
31_60,no,yes,yes,12years,white,no,34_max,0_1,0_2,0_61,0.063953,south,south
31_60,yes,yes,yes,>16years,white,no,17_33,0_1,0_2,0_61,-0.036415,other,south
31_60,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,0.170659,south,south
31_60,no,no,no,13-15years,white,no,17_33,0_1,0_2,0_61,0.023923,south,south
0_30,yes,no,yes,13-15years,white,no,0_16,2_3,0_2,0_61,-0.075188,other,south
31_60,no,yes,yes,12years,white,no,34_max,0_1,0_2,0_61,0.063953,south,south
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,0.008078,south,south
31_60,no,yes,no,16years,white,no,34_max,0_1,0_2,0_61,-0.1,west,south
31_60,no,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,0.170659,south,south
31_60,yes,no,yes,13-15years,black,no,0_16,0_1,3_5,0_61,0.14876,south,south
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,0.002941,south,south
0_30,no,no,no,9-11years,white,no,17_33,0_1,0_2,0_61,0.236156,south,south
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,-0.078652,northcentral,south
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,-0.006826,west,south
31_60,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,-0.089806,northcentral,south
0_30,no,no,no,13-15years,white,yes,0_16,0_1,0_2,0_61,-0.028037,west,south
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,-0.013289,northcentral,south
31_60,yes,no,yes,12years,white,yes,17_33,0_1,0_2,0_61,0.014493,south,south
0_30,no,no,no,13-15years,black,no,0_16,0_1,0_2,0_61,0.466539,south,south
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,0.082945,south,south
0_30,yes,no,yes,12years,black,no,0_16,0_1,0_2,0_61,0.286765,south,south
31_60,no,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,0.082945,south,south
31_60,yes,yes,yes,9-11years,white,no,34_max,0_1,0_2,0_61,-0.129353,northcentral,south
31_60,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,0.170659,south,south
0_30,no,no,no,16years,black,no,0_16,2_3,0_2,0_61,0.714286,south,south
0_30,no,no,no,16years,white,no,0_16,0_1,0_2,0_61,-0.019084,west,south
31_60,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,0.170659,south,south
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,0.008078,south,south
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,-0.029455,northcentral,south
31_60,no,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,0.170659,south,south
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,0.082945,south,south
0_30,no,no,no,9-11years,white,no,0_16,0_1,0_2,0_61,0.236156,south,south
0_30,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,-0.071642,west,south
0_30,no,no,no,12years,white,no,0_16,2_3,0_2,0_61,-0.042424,northcentral,south
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,-0.078652,northcentral,south
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,-0.027778,northcentral,south
0_30,yes,no,yes,>16years,white,no,17_33,0_1,0_2,0_61,-0.036415,other,south
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,-0.078652,northcentral,south
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,62_122,-0.073684,other,south
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,62_122,-0.118012,other,south
31_60,yes,no,yes,>16years,black,no,17_33,0_1,0_2,0_61,0.368421,south,south
31_60,yes,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,-0.066158,west,south
31_60,no,yes,no,13-15years,black,no,17_33,0_1,0_2,0_61,0.466539,south,south
31_60,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,0.034483,south,south
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,-0.028986,northcentral,south
31_60,yes,no,yes,12years,black,no,0_16,0_1,0_2,0_61,0.286765,south,south
0_30,no,no,no,<9years,white,no,17_33,2_3,0_2,0_61,0.297735,south,south
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,0.082945,south,south
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,-0.029455,northcentral,south
31_60,no,yes,yes,12years,black,no,0_16,2_3,0_2,0_61,0.296296,south,south
31_60,no,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,0.21519,south,south
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,0.082945,south,south
0_30,no,no,no,16years,white,no,0_16,0_1,0_2,62_122,-0.193878,other,south
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,-0.029455,northcentral,south
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,0.002941,south,south
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,0.002941,south,south
31_60,no,yes,yes,13-15years,white,no,34_max,0_1,0_2,0_61,0.21519,south,south
0_30,no,no,yes,12years,white,no,0_16,0_1,0_2,0_61,0.170659,south,south
0_30,no,no,no,12years,white,no,0_16,0_1,3_5,0_61,-0.121212,northcentral,south
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,-0.089806,northcentral,south
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,0.114187,south,south
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,-0.029455,northcentral,south
31_60,no,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,0.114187,south,south
31_60,yes,yes,yes,>16years,white,no,17_33,0_1,0_2,0_61,-0.036415,other,south
31_60,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,0.082945,south,south
31_60,no,yes,no,13-15years,white,yes,0_16,0_1,0_2,0_61,-0.028037,west,south
31_60,no,yes,yes,>16years,white,no,0_16,2_3,0_2,0_61,0.055556,south,south
0_30,no,no,no,9-11years,other,no,17_33,0_1,3_5,0_61,0,northcentral,south
31_60,no,yes,no,12years,other,no,0_16,2_3,0_2,0_61,0.285714,south,south
31_60,no,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,0.21519,south,south
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,0.008078,south,south
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,-0.078652,northcentral,south
0_30,yes,no,yes,<9years,white,no,34_max,0_1,0_2,0_61,0.048544,south,south
0_30,no,no,no,12years,white,no,34_max,0_1,3_5,0_61,-0.121212,northcentral,south
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,3_5,0_61,-0.12987,northcentral,south
0_30,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,-0.119403,other,south
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,0.063953,south,south
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,-0.006826,west,south
31_60,no,no,no,16years,white,no,0_16,0_1,0_2,0_61,-0.019084,west,south
31_60,no,no,no,13-15years,white,yes,17_33,0_1,0_2,0_61,-0.028037,west,south
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,0.034722,south,south
31_60,no,no,no,12years,other,no,17_33,0_1,0_2,0_61,0.285714,south,south
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,0.082945,south,south
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,0.008078,south,south
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,-0.029455,northcentral,south
0_30,no,no,no,9-11years,white,no,0_16,0_1,3_5,0_61,0.236156,south,south
31_60,no,no,no,9-11years,white,no,0_16,0_1,0_2,0_61,0.236156,south,south
0_30,yes,no,yes,9-11years,white,no,0_16,2_3,0_2,0_61,-0.157895,other,south
31_60,no,yes,no,12years,white,no,17_33,0_1,3_5,0_61,-0.121212,northcentral,south
0_30,no,no,no,13-15years,white,yes,0_16,0_1,0_2,0_61,-0.028037,west,south
31_60,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,0.092308,south,south
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,-0.006826,west,south
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,-0.013289,northcentral,south
31_60,no,yes,no,<9years,white,no,34_max,0_1,0_2,0_61,0.297735,south,south
0_30,yes,no,yes,9-11years,white,no,34_max,0_1,0_2,0_61,-0.129353,northcentral,south
0_30,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,-0.071642,west,south
31_60,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,0.034483,south,south
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,62_122,-0.107692,other,south
31_60,yes,no,yes,12years,black,no,17_33,0_1,0_2,0_61,0.286765,south,south
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,-0.013289,northcentral,south
31_60,yes,yes,yes,16years,black,no,17_33,0_1,0_2,0_61,0.14,south,south
31_60,no,yes,yes,>16years,white,no,0_16,0_1,0_2,62_122,0,south,south
0_30,yes,no,yes,13-15years,white,yes,17_33,0_1,0_2,62_122,0.333333,south,south
31_60,yes,yes,yes,>16years,white,no,0_16,0_1,0_2,0_61,-0.036415,other,south
31_60,no,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,0.21519,south,south
31_60,yes,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,0.034722,south,south
31_60,yes,no,yes,>16years,white,no,0_16,0_1,0_2,0_61,-0.036415,other,south
31_60,no,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,0.21519,south,south
31_60,no,yes,yes,13-15years,black,no,17_33,0_1,0_2,0_61,0.466539,south,south
0_30,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,0.170659,south,south
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,-0.029455,northcentral,south
0_30,no,no,yes,9-11years,white,no,34_max,0_1,0_2,0_61,0.236156,south,south
31_60,no,yes,no,12years,white,no,0_16,0_1,0_2,0_61,0.170659,south,south
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,-0.029455,northcentral,south
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,-0.078652,northcentral,south
0_30,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,0.297735,south,south
0_30,yes,no,yes,12years,white,no,17_33,0_1,3_5,0_61,-0.12766,northcentral,south
31_60,yes,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,0.034483,south,south
31_60,yes,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,0.034722,south,south
31_60,yes,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,0.002941,south,south
0_30,no,no,no,13-15years,black,no,17_33,0_1,0_2,0_61,0.466539,south,south
0_30,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,-0.255814,west,south
0_30,no,yes,no,9-11years,white,no,34_max,0_1,0_2,0_61,0.236156,south,south
31_60,no,yes,yes,>16years,white,no,17_33,0_1,0_2,0_61,0.055556,south,south
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,0.114187,south,south
31_60,no,yes,no,<9years,white,no,17_33,0_1,0_2,0_61,0.297735,south,south
31_60,no,yes,no,12years,black,no,34_max,0_1,0_2,0_61,0.466539,south,south
0_30,yes,no,yes,12years,black,no,17_33,0_1,0_2,0_61,0.286765,south,south
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,-0.028986,northcentral,south
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,0.034722,south,south
31_60,yes,yes,yes,16years,white,no,0_16,0_1,3_5,0_61,-0.230769,northcentral,south
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,-0.078652,northcentral,south
0_30,no,no,no,12years,black,no,0_16,0_1,0_2,0_61,0.466539,south,south
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,0.008078,south,south
31_60,no,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,0.21519,south,south
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,0.114187,south,south
31_60,no,yes,no,16years,white,yes,17_33,0_1,0_2,0_61,0.153846,south,south
31_60,no,no,no,12years,black,no,17_33,0_1,3_5,0_61,0.466539,south,south
0_30,no,no,no,9-11years,black,no,0_16,0_1,0_2,0_61,0.466539,south,south
31_60,no,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,0.170659,south,south
31_60,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,0.170659,south,south
0_30,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,-0.014493,west,south
31_60,yes,no,yes,9-11years,black,no,0_16,0_1,0_2,0_61,0.323529,south,south
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,0.008078,south,south
31_60,yes,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,0.034483,south,south
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,0.002941,south,south
31_60,no,no,no,9-11years,white,no,17_33,0_1,0_2,0_61,0.236156,south,south
31_60,no,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,0.21519,south,south
31_60,no,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,0.082945,south,south
31_60,no,yes,yes,13-15years,black,no,34_max,0_1,0_2,0_61,0.466539,south,south
31_60,no,yes,no,12years,black,no,34_max,0_1,0_2,0_61,0.466539,south,south
31_60,no,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,0.21519,south,south
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,-0.027778,northcentral,south
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,-0.029455,northcentral,south
0_30,no,no,yes,12years,black,no,17_33,0_1,0_2,0_61,0.466539,south,south
31_60,no,yes,no,9-11years,white,no,17_33,0_1,0_2,0_61,0.236156,south,south
0_30,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,-0.014493,west,south
31_60,no,yes,no,16years,white,no,34_max,0_1,0_2,0_61,-0.1,west,south
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,3_5,0_61,-0.12987,northcentral,south
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,-0.029455,northcentral,south
31_60,no,yes,no,9-11years,other,no,34_max,0_1,0_2,0_61,0.333333,south,south
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,-0.013289,northcentral,south
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,0.063953,south,south
0_30,no,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,0.21519,south,south
31_60,yes,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,0.034722,south,south
0_30,no,yes,no,9-11years,white,no,17_33,0_1,0_2,0_61,0.236156,south,south
31_60,no,yes,yes,13-15years,white,no,34_max,0_1,0_2,0_61,0.21519,south,south
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,62_122,-0.118012,other,south
31_60,no,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,0.114187,south,south
31_60,no,yes,no,12years,black,no,34_max,0_1,0_2,0_61,0.466539,south,south
0_30,yes,no,yes,12years,black,no,17_33,0_1,0_2,0_61,0.286765,south,south
31_60,no,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,0.21519,south,south
0_30,no,no,no,16years,white,no,17_33,0_1,0_2,0_61,-0.019084,west,south
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,0.008078,south,south
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,0.008078,south,south
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,0.114187,south,south
31_60,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,0.092308,south,south
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,-0.028986,northcentral,south
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,0.063953,south,south
0_30,no,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,0.21519,south,south
31_60,no,yes,no,16years,white,no,17_33,0_1,0_2,0_61,0,other,south
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,0.008078,south,south
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,-0.029455,northcentral,south
0_30,no,no,no,9-11years,black,no,17_33,0_1,0_2,0_61,0.466539,south,south
0_30,no,no,no,12years,black,no,0_16,0_1,0_2,0_61,0.466539,south,south
0_30,no,no,no,13-15years,white,no,34_max,0_1,0_2,0_61,-0.071642,west,south
0_30,no,no,no,<9years,white,no,17_33,0_1,0_2,0_61,0.297735,south,south
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,-0.029455,northcentral,south
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,0.002941,south,south
31_60,yes,yes,yes,<9years,white,yes,0_16,0_1,0_2,0_61,-0.295039,west,south
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,-0.066158,west,south
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,-0.089806,northcentral,south
31_60,no,yes,no,12years,white,no,0_16,0_1,0_2,0_61,0.170659,south,south
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,-0.028986,northcentral,south
0_30,yes,no,yes,16years,white,no,17_33,0_1,3_5,0_61,-0.283019,west,south
31_60,no,yes,no,13-15years,white,no,0_16,2_3,0_2,0_61,-0.108108,west,south
31_60,yes,no,yes,9-11years,white,no,17_33,0_1,0_2,0_61,0.106061,south,south
0_30,yes,no,yes,9-11years,white,no,17_33,0_1,3_5,0_61,0.5,south,south
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,0.082945,south,south
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,-0.078652,northcentral,south
31_60,no,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,0.082945,south,south
31_60,yes,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,-0.066158,west,south
0_30,yes,no,yes,9-11years,white,no,17_33,0_1,3_5,0_61,0.5,south,south
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,62_122,-0.073684,other,south
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,0.082945,south,south
31_60,no,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,0.082945,south,south
31_60,no,yes,no,>16years,white,no,17_33,0_1,0_2,0_61,-0.073593,other,south
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,-0.078652,northcentral,south
0_30,yes,no,yes,<9years,white,no,34_max,0_1,0_2,0_61,0.048544,south,south
31_60,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,0.170659,south,south
0_30,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,0.297735,south,south
31_60,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,-0.089806,northcentral,south
31_60,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,0.092308,south,south
31_60,no,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,0.082945,south,south
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,0.082945,south,south
31_60,no,yes,no,9-11years,white,no,17_33,0_1,0_2,0_61,0.236156,south,south
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,0.082945,south,south
31_60,yes,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,0.034722,south,south
31_60,no,yes,no,12years,white,no,0_16,2_3,0_2,0_61,-0.042424,northcentral,south
0_30,no,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,0.21519,south,south
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,0.034722,south,south
0_30,yes,no,yes,12years,white,no,0_16,2_3,0_2,0_61,-0.123188,other,south
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,0.082945,south,south
0_30,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,0.170659,south,south
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,-0.029455,northcentral,south
0_30,no,no,no,12years,white,no,17_33,0_1,3_5,0_61,-0.121212,northcentral,south
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,-0.078652,northcentral,south
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,-0.078652,northcentral,south
0_30,yes,no,yes,9-11years,white,no,34_max,0_1,0_2,0_61,-0.129353,northcentral,south
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,-0.089806,northcentral,south
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,0.082945,south,south
31_60,no,yes,yes,>16years,white,no,0_16,0_1,0_2,0_61,0.055556,south,south
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,-0.078652,northcentral,south
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,-0.078652,northcentral,south
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,0.063953,south,south
31_60,no,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,0.082945,south,south
31_60,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,0.170659,south,south
0_30,yes,no,yes,16years,white,no,34_max,0_1,0_2,0_61,-0.1875,other,south
0_30,no,no,no,12years,white,no,0_16,2_3,0_2,0_61,-0.042424,northcentral,south
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,-0.006826,west,south
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,-0.029455,northcentral,south
0_30,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,0.170659,south,south
31_60,no,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,0.170659,south,south
31_60,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,0.297735,south,south
31_60,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,62_122,0.093023,south,south
0_30,no,no,yes,<9years,white,yes,34_max,0_1,0_2,0_61,-0.295039,west,south
0_30,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,0.170659,south,south
0_30,no,no,yes,9-11years,white,no,17_33,0_1,0_2,0_61,0.236156,south,south
0_30,no,no,no,<9years,white,yes,34_max,0_1,0_2,0_61,-0.295039,west,south
31_60,no,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,0.21519,south,south
0_30,yes,no,yes,12years,white,no,0_16,2_3,0_2,0_61,-0.123188,other,south
31_60,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,0.170659,south,south
0_30,no,no,no,12years,other,yes,0_16,2_3,0_2,0_61,-0.181818,west,south
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,-0.078652,northcentral,south
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,3_5,0_61,-0.26087,west,south
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,-0.006826,west,south
31_60,yes,no,yes,13-15years,black,no,0_16,2_3,0_2,0_61,0.2,south,south
31_60,no,yes,no,12years,black,no,17_33,0_1,0_2,0_61,0.466539,south,south
0_30,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,-0.071642,west,south
0_30,yes,no,yes,16years,white,no,0_16,2_3,0_2,0_61,-0.076923,northcentral,south
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,0.082945,south,south
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,-0.089806,northcentral,south
0_30,no,no,no,16years,white,no,17_33,0_1,0_2,0_61,-0.019084,west,south
31_60,no,no,no,13-15years,black,no,0_16,0_1,0_2,0_61,0.466539,south,south
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,-0.066158,west,south
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,0.063953,south,south
31_60,yes,yes,yes,13-15years,black,no,0_16,0_1,0_2,0_61,0.14876,south,south
31_60,no,yes,yes,12years,black,no,0_16,0_1,0_2,0_61,0.466539,south,south
31_60,yes,yes,yes,16years,white,no,0_16,2_3,0_2,0_61,0.034483,south,south
0_30,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,-0.119403,other,south
31_60,no,no,no,13-15years,white,no,0_16,2_3,0_2,62_122,0.333333,south,south
0_30,no,no,no,<9years,white,no,17_33,0_1,0_2,0_61,0.297735,south,south
31_60,no,no,no,9-11years,white,no,0_16,2_3,0_2,0_61,0.236156,south,south
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,-0.029455,northcentral,south
31_60,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,0.092308,south,south
31_60,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,0.082945,south,south
0_30,yes,no,yes,9-11years,white,no,17_33,0_1,3_5,0_61,0.5,south,south
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,-0.078652,northcentral,south
